Aureli	m	0
Aurelio	m	0
Auriane	f	0
Aurika	f	0
Aurore	f	0
Auréle	m	0
Aurélia	f	0
Aurélian	m	0
Auréliane	f	0
Aurélianne	f	0
Aurélie	f	0
Aurélie-Anne	f	0
Aurélie-Victoire	f	0
Aurélien	m	0
Auréline	f	0
Aurélyne	f	0
Automne	f	0
Autumn	f	0
Auxanne	f	0
Auxence	m	0
Ava	f	0
Ava-Marie	f	0
Avelino	m	0
Avit	m	0
Avold	m	0
Avril	f	1
Avy	m	0
Axel	m	0
Axelle	f	0
Axia	f	0
Aya	f	0
Ayaabehns	m	0
Ayaan	f	0
Ayah	f	0
Ayako	f	0
Ayanna	f	0
Ayda	f	0
Ayla	f	0
Aylan	m	0
Ayleen	f	0
Aylie	f	0
Aylin	f	0
Ayline	f	0
Aylise	f	0
Ayman	m	0
Aymane	m	0
Aymar	m	0
Aymen	m	0
Aymeric	m	0
Aymes	m	0
Aymon	m	0
Aymone	f	0
Ayo	f	0
Ayobami	f	0
Ayoub	m	0
Azad	m	0
Azalie	f	0
Azbije	f	0
Azeb	f	0
Azim	m	0
Aziz	m	0
Aziza	f	0
Azu	f	0
Azzeddine	m	0
Azzedine	m	0
Azzura	f	0
Aäron	m	0
Aécio	m	0
Aéla	f	0
Aélaïg	f	0
Aélia	f	0
Aélis	f	0
Aély	f	0
Aélys	f	0
Aéna	f	0
Aénor	f	0
Aéris	f	0
Aël	f	0
Aëla	f	0
Aëlaïg	f	0
Aëlia	f	0
Aëlis	m	0
Aëly	f	0
Aëlys	f	0
Aënaelle	f	0
Aënor	f	0
Aïcha	f	0
Aïda	f	0
Aïko	f	0
Aïleen	f	0
Aïllys	f	0
Aïmene	m	0
Aïna	f	0
Aïnoha	f	0
Aïsha	f	0
Aïssam	m	0
Aïssata	f	0
Aïssatou	f	0
Aña	f	0
Añamari	f	0
Baba	f	0
Babacar	m	0
Babak	m	0
Babett	f	0
Babette	f	0
Bachar	m	0
Bachir	m	0
Bader	m	0
Badr	m	0
Bahadur	m	0
Bahij	m	0
Bahija	f	0
Bahira	m	0
Bahra	f	0
Bahrije	f	0
Baky	m	0
Baldomer	m	0
Baldomero	m	0
Bali	m	0
Baloji	m	0
Balthazar	m	0
Balthazard	m	0
Bamo	m	0
Banban	m	0
Bandit	m	0
Banel	f	0
Baniche	f	0
Banks	m	0
Bapt	m	0
Baptistette	f	0
Baptistin	m	0
Baptistine	f	0
Barack	m	0
Baran	m	0
Baratunde	m	0
Barbara	f	0
Barbe	f	0
Barbon	f	1
Barbora	f	0
Barije	f	0
Barnabé	m	0
Baron	m	0
Barrett	m	0
Barsanuphe	m	0
Bart	m	0
Bartholomé	m	0
Barthélemi	m	0
Barthélemy	m	0
Barthélémy	m	0
Bartolomeu	m	0
Baruch	m	0
Barzou	m	0
Basile	m	0
Basilia	f	0
Basma	f	0
Bastian	m	0
Bastien	m	0
Bastienne	f	0
Baudoin	m	0
Baudouin	m	0
Bauduin	m	0
Bawer	m	0
Baya	f	0
Bayram	m	0
Bear	m	0
Beatriz	f	0
Beatus	m	0
Beauden	m	0
Beaudoin	m	0
Beaudouin	m	0
Beaudry	m	0
Beauduin	m	0
Bechir	m	0
Bedrije	f	0
Beetje	f	0
Begoña	f	0
Begum	f	0
Behije	f	0
Belinda	f	0
Bella	f	0
Belle	f	0
Beniamino	m	0
Benicio	m	0
Benito	m	0
Benjamin	m	0
Bennett	m	0
Benoist	m	0
Benoit	m	0
Benoît	m	0
Benoît-Joseph	m	0
Benoît-Marie	m	0
Benoît-Pierre	m	0
Benoît-Xavier	m	0
Benoîte	f	0
Benvenuto	m	0
Berislav	m	0
Bernadette	f	0
Bernadette-Marie	f	0
Bernard	m	0
Bernard-Marie	m	0
Bernardin	m	0
Bernardine	f	0
Bernd	m	0
Bernie	m	0
Bert	m	0
Bertha	f	0
Berthe	f	0
Berthold	m	0
Bertil	m	0
Bertin	m	0
Bertine	f	0
Bertold	m	0
Bertrand	m	0
Beryl	f	0
Beth	f	1
Bethan	f	0
Bette	f	0
Bettina	f	0
Betty	f	0
Betül	f	0
Beubeu	m	0
Beyhan	f	0
Beyoncé	f	0
Beyza	f	0
Bezalel	m	0
Bhupender	m	0
Bianca	f	0
Bianka	f	0
Bibiane	f	0
Bieito	m	0
Bienheureuse	f	0
Bienheureux	m	0
Bienvenu	m	0
Bijal	f	0
Bijan	m	0
Bijou	f	1
Bijoux	f	0
Biju	m	0
Bilal	m	0
Bilel	m	0
Bilge	m	0
Billal	m	0
Bingbing	f	0
Biniam	m	0
Binta	f	0
Bintou	f	0
Birane	m	0
Birgitte	f	0
Bishal	m	0
Bixente	m	0
